X,Y,timeperiod,timeperi_1,n
36.7756,33.2926,R,roman,Bir Qesab
38.0821,34.3855,RL,"roman,late-antique",Veriaraca
35.812,34.449,E1CHHRRRTLLCMASMCCIOTE1OLKOM,"egyptian-hittite-levant,1200-bc-middle-east,classical,hellenistic-middle-east,hellenistic-republican,roman-middle-east,roman-early-empire-parthian-middle-east,roman,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east",Tripolis
38.813,35.8017,L,late-antique,Tetrapyrgium
38.1308,34.7499,R,roman,Tahun el-Masek
37.2213,35.1943,RL,"roman,late-antique",Sabboura
37.9837,34.961,R,roman,Rasm es-Shaar
38.9111,35.0744,RL,"roman,late-antique",Oriza/Oruba/Oresa
37.932,35.3825,RL,"roman,late-antique",Khirbet el-Beida
38.9571,35.2707,RL,"roman,late-antique",Juwal
37.6205,34.4111,RL,"roman,late-antique",Heliaramia
38.733,34.7787,RL,"roman,late-antique",Helela
37.6658,34.298,R,roman,Harbaqa
38.3105,34.1828,R,roman,el-Mleke
38.5547,35.9261,RL,"roman,late-antique",Dausara
37.8321,34.267,RL,"roman,late-antique",Cunna?
38.8054,35.5038,RL,"roman,late-antique",Cholle
38.1368,34.7818,R,roman,Bir Weshel
35.8594,34.8584,2CHRLCM,"2nd-millenium-bce,classical,hellenistic-republican,roman,late-antique,crusader-seljuq-ayyubid-levant,modern",Arados
37.6512,35.6847,RL,"roman,late-antique",Ammattha
37.6075,34.1891,R,roman,al-Basiri
38.8829,34.9009,RL,"roman,late-antique",Adada?
5.0103,52.1066,R,roman,Vleuten-De Meern
4.6675,52.454,R,roman,Velsen
5.1216,52.0907,RLM,"roman,late-antique,modern",Traiectum
4.4336,52.18,RLM,"roman,late-antique,modern",Praetorium Agrippinae
4.7272,52.1058,RM,"roman,modern",Nigrum Pullum
4.5184,52.1503,R,roman,Matilo
4.393,52.212,R,roman,Lugdunum
5.9875,51.9208,R,roman,Loo-Loowaard
5.3528,51.9625,R,roman,Levefanum?
4.8827,52.0857,R,roman,Laurum
5.9414,51.9374,RL,"roman,late-antique",Huissen-Hazebergh
6.1283,51.8133,RL,"roman,late-antique",Harenatium
5.3508,51.7998,RL,"roman,late-antique",Grinnes
5.1642,52.0585,R,roman,Fectio
5.6279,52.3007,R,roman,Ermelo
5.8144,51.961,R,roman,Driel-Baarskamp
5.8736,51.9708,RL,"roman,late-antique",Castra Herculis?
5.5625,51.9297,R,roman,Carvo?
6.0875,51.8686,R,roman,Carvium
8.4729,52.0139,R,roman,Bielefeld
7.3912,53.2463,R,roman,Bentumersiel
4.658,52.1284,R,roman,Albaniana
54.4232,37.1062,HRL,"hellenistic-republican,roman,late-antique",Sadd-i Eskandar/Sadd-i Anushirvan/Qizil Alan
54.0697,36.7333,RL,"roman,late-antique",Kharabshahr/[Tamis]?/[Tammisha]?
-5.6337,50.1487,IRL,"iron-age-britain,roman,late-antique",Chûn Castle
53.1727,30.1914,CAHR,"classical,achaemenid-middle-east,hellenistic-republican,roman",Pasargadae/Batrakatash
51.499,30.063,RL,"roman,late-antique",Nurabad
-3.2095,51.8898,R,roman,Pen-y-Gaer Roman fort
40.2175,37.3914,RL,"roman,late-antique",Siphrios
41.5324,38.0356,L,late-antique,Shukaraba
40.8897,37.5379,L,late-antique,Sauras
39.5979,40.0278,RL,"roman,late-antique",Satala
41.0718,37.1225,L,late-antique,Sargathon
41.628,37.1316,L,late-antique,Sarbane/Sisara
40.5584,38.4682,L,late-antique,Saphchai
41.9819,37.2642,RL,"roman,late-antique",Sapha/Thilsaphata?
41.1455,38.0854,L,late-antique,*Samocharta
41.4131,37.7142,L,late-antique,(Ris)Kepha(s)
41.6091,37.2221,L,late-antique,Rhabdion
40.5474,38.3653,L,late-antique,Pheison
39.8994,39.0067,L,late-antique,Palios
41.7898,37.3511,L,late-antique,Mindon
39.1442,38.1611,RL,"roman,late-antique",Metita
39.6237,39.0067,L,late-antique,Mertikerton
40.9576,37.4162,L,late-antique,Matzaron
40.7351,37.3122,1RRTLLPCEAMECCIMOTE1POLOM,"1200-bc-middle-east,roman-middle-east,roman,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,persian-medieval-caucasus,caliphate-umayyad-middle-east,early-byzantine,abassid-middle-east,middle-byzantine,early-medie",Marde/Margdis
40.5007,37.3312,RL,"roman,late-antique",Mambouta/Mambrathon
40.6414,38.8391,L,late-antique,Kitharizon
39.1179,38.2676,RL,"roman,late-antique",Kerefto
40.9093,37.6425,L,late-antique,Idriphthon
39.099,38.3362,L,late-antique,Hüşükani
40.7307,37.2302,L,late-antique,Horren/Lorne
39.3333,39.9833,RL,"roman,late-antique",Haza/Hassis
45.5756,38.7084,CH,"classical,hellenistic-republican",Halaqu Qal'eh
39.4742,37.1251,RL,"roman,late-antique",Ganaba
40.5517,38.5125,RL,"roman,late-antique",(E)Legerda/Illyrisos
40.2109,38.3625,RL,"roman,late-antique",Dabanas
41.1,37.9866,RL,"roman,late-antique",Colchana
41.4843,38.0262,CL,"classical,late-antique",Chlomaron
40.9584,37.7926,RL,"roman,late-antique",Birthon/Virta?
42.0462,37.4032,L,late-antique,Bezabde/Zabdaion Chorion
41.0679,37.3469,L,late-antique,Beioubaitha
39.1967,38.0881,RL,"roman,late-antique",Barsalium
40.8384,37.3152,L,late-antique,*Banabela
39.9525,38.7055,RL,"roman,late-antique",Balisbiga/Baioulous
40.7522,38.347,L,late-antique,Attachas
40.3497,39.3121,L,late-antique,*Artales/*Arda?
39.7667,38.2667,L,late-antique,Arsinia
42.1864,37.8472,L,late-antique,*Aribacha
41.453,38.0419,L,late-antique,*Aphoumon/Kish
41.0389,38.2635,L,late-antique,Akbas
42.1111,36.3591,CUERRRTLL,"chalcolithic-mesopotamia,ubaid-early-dynastic-ii-mesopotamia,early-dynastic-mesopotamia,roman-middle-east,roman-early-empire-parthian-middle-east,roman,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east",Ain Sinu/Zagurae?
44.6819,42.8171,RL,"roman,late-antique",Cumania/Biraparach/Iouroeipaach
43.5706,40.5063,HRMM,"hellenistic-republican,roman,mediaeval-byzantine,modern",Ani
-3.8419,56.2952,R,roman,Kaims Castle
-3.8742,53.0976,R,roman,Caer Llugwy
-2.0557,50.8271,I,iron-age-britain,Badbury Rings
-2.708,55.5869,I,iron-age-britain,Eildon Hill hill fort
-2.5739,51.3936,I,iron-age-britain,Maes Knoll hill fort
-3.2628,51.1467,I,iron-age-britain,Trendle Ring
-2.3649,55.8358,R,roman,Edin's Hall Broch
21.0283,44.6983,RL,"roman,late-antique",Castra Margensia
21.1641,45.9102,R,roman,Cărani
22.4746,44.6752,RL,"roman,late-antique",*Caput Bovis
23.9494,43.9367,R,roman,Căciulăteşti
20.2833,44.95,RL,"roman,late-antique",Burgenae
23.3816,45.1787,R,roman,Bumbeşti
22.1056,46.0047,R,roman,Bulci
22.6295,44.1766,RL,"roman,late-antique",Bukovče
23.0447,47.0483,R,roman,Buciumi
21.7698,44.6434,L,late-antique,Brnjica
21.5833,43.0832,L,late-antique,Bregovina
19.8571,44.2213,L,late-antique,Brangović
22.0348,44.516,RL,"roman,late-antique",Boljetin
23.4952,43.8911,RL,"roman,late-antique",Bistreţu
21.6294,45.4265,R,roman,‘Berzobis’
22.6806,44.5147,R,roman,Batoţi
22.9824,43.9758,R,roman,Basarabi
20.6367,44.2869,RL,"roman,late-antique",Banja
21.7883,43.2439,RL,"roman,late-antique",Balainac
20.7896,44.6307,RL,"roman,late-antique",*Aureus Mons
21.5439,45.0836,RL,"roman,late-antique",Arcidava
21.3151,46.1468,R,roman,Aradul Nou
23.5723,46.0667,R,roman,Apulum
23.2375,43.8256,RL,"roman,late-antique",Almus
20.5333,44.7667,RL,"roman,late-antique",Ad Sextum
21.9827,44.6041,RL,"roman,late-antique",Ad Scorfulas
22.3068,45.1686,R,roman,Ad Pannonios
22.5019,44.2224,RL,"roman,late-antique",Ad Aquas?
20.2606,45.1374,RL,"roman,late-antique",Acumincum
23.0635,46.2738,R,roman,Abrud
17.2441,46.7116,RRL,"roman,roman-early-empire-late-antique,late-antique",Volgum
18.8651,47.1298,RLM,"roman,late-antique,modern",Vetus Salina
19.0351,47.8247,L,late-antique,Verőce
19.073,47.665,RLM,"roman,late-antique,modern",Ulcisia Castra/Castra Constantia
16.7293,43.6073,RL,"roman,late-antique",Tilurium
18.9881,45.4838,RL,"roman,late-antique",Teutoburgium
18.8668,47.8181,L,late-antique,Szob
17.3904,47.7361,RL,"roman,late-antique",Quadrata
18.9801,47.7982,RL,"roman,late-antique",*Ponte Navata
18.8821,46.6557,RL,"roman,late-antique",Lussonium
18.7613,46.0911,RL,"roman,late-antique",Lugio/Florentia
18.1992,47.7444,RL,"roman,late-antique",Kelamantia
18.0833,46.427,RL,"roman,late-antique",Iovia
18.2906,43.9902,RL,"roman,late-antique",Hedum Castellum Daesitiatium
18.6766,47.727,RL,"roman,late-antique",Gardellaca/Cardabiaca
13.9052,45.8893,RL,"roman,late-antique",Fluvio Frigido/Castra
18.7706,45.6268,RL,"roman,late-antique",‘Donatianis’?
18.5386,47.7588,RL,"roman,late-antique",Crumerum
19.0991,45.297,RL,"roman,late-antique",Cornacum
17.5108,45.8544,RL,"roman,late-antique",‘Cardono’/Iovia
19.0409,47.4984,R,roman,Buda
18.2578,47.7279,RL,"roman,late-antique",‘Azao’
19.0483,47.5588,RL,"roman,late-antique",Aquincum Castra
18.9215,46.8683,RL,"roman,late-antique",Annamatia
18.6839,45.9561,RL,"roman,late-antique",Altinum
18.7902,46.4236,RL,"roman,late-antique",Alta Ripa
18.7579,46.3126,RL,"roman,late-antique",Alisca
17.8998,47.7362,RL,"roman,late-antique",Ad Statuas?
18.687,46.2488,RL,"roman,late-antique",Ad Statuas
18.8068,45.8019,RL,"roman,late-antique",Ad Novas
18.0154,47.7106,RL,"roman,late-antique",Ad Mures
17.2694,47.8744,RL,"roman,late-antique",Ad Flexum
8.8193,47.9831,R,roman,Tuttlingen
11.1705,46.5665,L,late-antique,[Tesana]
11.1931,46.5378,L,late-antique,[Sermiana]
10.621,47.9698,RL,"roman,late-antique",Schlingen
9.0448,47.1602,R,roman,Schaenis
9.5086,47.1639,L,late-antique,Schaan
10.64,48.0611,RL,"roman,late-antique",Rostrum Nemaviae
12.9834,46.1745,L,late-antique,Reunia
13.0828,46.256,L,late-antique,Osopus
13.2797,46.2047,RL,"roman,late-antique",[Nemas]
11.2961,46.5343,L,late-antique,[Maletum]
13.1398,46.2771,RL,"roman,late-antique",[Glemona]
10.7004,47.5697,L,late-antique,*Foetes
9.1296,47.1192,R,roman,Filzbach
11.2896,46.3376,RL,"roman,late-antique",[Enemase]
11.202,47.6374,RL,"roman,late-antique",Coveliacae?
11.2219,46.1747,HRL,"hellenistic-republican,roman,late-antique",[Castrum Cimbra]
13.7337,45.7075,R,roman,Castellum Pucinum
8.4825,47.9194,RL,"roman,late-antique",*Brigobannis
11.358,46.4967,L,late-antique,[Bauzanum]
11.4555,46.0524,RL,"roman,late-antique",Ausucum
13.1539,46.2373,RL,"roman,late-antique",[Artenia]
9.4369,47.5151,RLM,"roman,late-antique,modern",Arbor Felix
11.2588,46.4558,RL,"roman,late-antique",[Appianum]
9.1418,47.1491,R,roman,Amden
8.2202,47.4785,HRLM,"hellenistic-republican,roman,late-antique,modern",Vindonissa
3.5482,45.8553,L,late-antique,Thigernum
0.4108,41.4629,H,hellenistic-republican,Torre de los Moros
1.6778,42.033,H,hellenistic-republican,Tentellatge
9.4648,34.4417,RL,"roman,late-antique",Ksar-Graouch
8.0818,35.4175,RL,"roman,late-antique",Henchir-el-Ksour
9.5208,34.1217,R,roman,Henchir-el-Jerbi
8.4553,35.5654,RLM,"roman,late-antique,mediaeval-byzantine",Ammaedara
8.4648,35.251,RL,"roman,late-antique",Ain-Bou-Driès
6.2548,35.4902,RLM,"roman,late-antique,modern",Lambaesis
5.9011,35.6781,L,late-antique,Ksar Belezma
2.4689,35.89,R,roman,Kherba des Ouled Hellal
6.7974,35.5967,L,late-antique,Henchir Guessès
7.3025,34.994,RL,"roman,late-antique",Guentis
5.5229,34.6366,RL,"roman,late-antique",Gemellae
4.4211,34.8848,RL,"roman,late-antique",el Gahra
5.1044,34.6023,RL,"roman,late-antique",Doucen
7.3007,34.7031,RL,"roman,late-antique",Djenndel
3.2457,34.6749,RL,"roman,late-antique",Djelfa
4.0394,34.4603,RL,"roman,late-antique",Dechret Kamra
5.4279,35.9628,RL,"roman,late-antique",Centenarium Solis
5.1188,35.0882,L,late-antique,Centenarium Aqua Viva
3.4984,34.1558,R,roman,Castellum Dimmidi
5.8053,35.1114,RL,"roman,late-antique",Burgus Speculatorius Commodianus
5.6169,35.1001,RL,"roman,late-antique",Burgus Speculatorius Antoninianus
5.9126,34.5868,L,late-antique,Bourada
6.6712,34.7502,RL,"roman,late-antique",Badias
4.5355,36.4617,RL,"roman,late-antique",Ausum
4.0993,34.6798,R,roman,Ain Rich
4.1397,35.4539,RL,"roman,late-antique",Ain Khermane
2.9553,34.6647,R,roman,Ain el Hammam
5.9379,35.2324,RL,"roman,late-antique",Ad Duo Flumina?
24.6258,41.303,HR,"hellenistic-republican,roman",Tower in R. Nestos Valley
24.6891,40.5966,C,classical,Thymonia
24.6975,40.6559,H,hellenistic-republican,Theologo
24.6669,40.5956,CH,"classical,hellenistic-republican",Stin Trypiti
23.8955,41.0986,R,roman,Skopia
24.9978,41.137,R,roman,Philia
24.5386,40.6318,CHR,"classical,hellenistic-republican,roman",Phari
23.5915,41.1968,R,roman,Oreini
24.831,41.1782,RL,"roman,late-antique",Makario
24.0828,40.7374,R,roman,Loutra Eleutheron
24.6666,40.578,CH,"classical,hellenistic-republican",Kalami
24.65,40.6833,CH,"classical,hellenistic-republican",Helleniko
23.7302,41.6289,RL,"roman,late-antique",Ciropolis
23.8474,40.8204,CHRLMM,"classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern",Amphipolis
24.5928,40.6615,H,hellenistic-republican,Ag. Vassilis
23.427,41.4566,R,roman,Vranja
23.3882,41.8797,RL,"roman,late-antique",Razlog
22.2292,40.0658,CHR,"classical,hellenistic-republican,roman",Pythion
23.4578,41.4185,R,roman,Piperica
22.0512,41.1849,L,late-antique,Mrežičko
23.4729,41.4661,RL,"roman,late-antique",Katunci
22.0583,41.6981,L,late-antique,Hadži Hamzali
22.7656,41.5011,RL,"roman,late-antique",Drvoš
22.3772,41.5787,RL,"roman,late-antique",Damjan
3.6004,45.7838,L,late-antique,(Lo)Volautrum
8.1644,34.283,RL,"roman,late-antique",Unnamed Fort
55.3487,37.4005,HRL,"hellenistic-republican,roman,late-antique",Fort at Great Wall of Gorgan
6.0134,36.657,RL,"roman,late-antique",Unnd
4.5549,36.6923,RL,"roman,late-antique",Unnd
4.6833,36.6856,RL,"roman,late-antique",Unnd
5.1995,36.0045,RL,"roman,late-antique",Unnd
8.8207,34.1197,R,roman,Unnd
9.1042,34.154,R,roman,Unnd
9.0796,34.145,R,roman,Unnd
8.8536,34.1258,R,roman,Unnd
8.8423,34.1197,R,roman,Unnd
9.1609,34.165,R,roman,Unnd
9.1391,34.1578,R,roman,Unnd
9.3807,34.1498,R,roman,Unnd
9.3514,34.1616,R,roman,Unnd
9.2695,34.1712,R,roman,Unnd
9.2417,34.1733,R,roman,Unnd
9.202,34.1684,R,roman,Unnd
9.3673,35.6239,R,roman,Unnd
9.4365,35.4918,R,roman,Unnd
8.2492,34.6535,R,roman,Unnd
8.5947,34.8576,,,Unnd
8.5019,34.8042,,,Unnd
4.087,35.8486,RL,"roman,late-antique",Unnd
4.5464,35.6022,RL,"roman,late-antique",Unnd
4.1351,35.1379,RL,"roman,late-antique",Unnd
4.1649,35.2318,RL,"roman,late-antique",Unnd
4.0257,35.2199,RL,"roman,late-antique",Unnd
4.2667,35.1593,RL,"roman,late-antique",Unnd
10.1677,36.6046,R,roman,Unnd
10.0688,36.6045,R,roman,Unnd
10.1819,36.5902,R,roman,Unnd
10.0265,36.6059,R,roman,Unnd
5.1355,35.129,RL,"roman,late-antique",Unnd
5.25,35.145,RL,"roman,late-antique",Unnd
5.776,35.4986,RL,"roman,late-antique",Unnd
4.4077,34.7278,RL,"roman,late-antique",Unnd
4.2768,34.7328,RL,"roman,late-antique",Unnd
4.3442,34.7775,RL,"roman,late-antique",Unnd
4.5342,34.8905,RL,"roman,late-antique",Unnd
4.4436,34.8266,RL,"roman,late-antique",Unnd
4.4082,34.7288,RL,"roman,late-antique",Unnd
-2.4841,55.484,R,roman,Cappuck
-3.1806,55.2802,R,roman,Raeburnfoot
-2.0575,51.1958,I,iron-age-britain,Knook Castle hill fort
23.0939,42.5609,RL,"roman,late-antique",Kralev dol
22.046,42.6178,RL,"roman,late-antique",Korbevac
23.1122,42.6028,RL,"roman,late-antique",Daskalovo
22.7833,42.6167,RL,"roman,late-antique",Chepino
21.0108,38.6905,CH,"classical,hellenistic-republican",Zavitsa
20.9494,38.6413,CH,"classical,hellenistic-republican",Xylokastro 2
20.9003,38.7944,CH,"classical,hellenistic-republican",Xylokastro 1
20.5241,39.6439,CH,"classical,hellenistic-republican",Vrosina
20.7134,38.6835,CH,"classical,hellenistic-republican",Vlikho
20.7925,38.8588,CH,"classical,hellenistic-republican",Vigla
20.6232,38.6282,CH,"classical,hellenistic-republican",Vasiliki
20.6711,38.2043,CH,"classical,hellenistic-republican",Rakhi
20.2083,39.5399,ACHR,"archaic,classical,hellenistic-republican,roman",Pyrgos
20.7087,38.6342,CH,"classical,hellenistic-republican",Poros
20.3094,39.5768,CH,"classical,hellenistic-republican",Philiates
20.7632,38.7702,ACH,"archaic,classical,hellenistic-republican",Phagia
21.2557,39.093,CH,"classical,hellenistic-republican",Patiopoulo
20.5961,38.3145,CH,"classical,hellenistic-republican",Palatia
20.6817,38.6866,CH,"classical,hellenistic-republican",Palaiokatouna
20.6788,38.1604,CH,"classical,hellenistic-republican",Palaiokastro
20.38,39.9296,CH,"classical,hellenistic-republican",Palaiokastro
20.57,38.331,CH,"classical,hellenistic-republican",Mazata
20.6784,38.6957,CH,"classical,hellenistic-republican",Mavroneri
21.1979,38.6507,CH,"classical,hellenistic-republican",Lykovitsi
20.5827,38.3231,CH,"classical,hellenistic-republican",Logarata
20.7845,40.0381,L,late-antique,Konitsa
20.7975,38.7971,CH,"classical,hellenistic-republican",Kokkino Stephani
20.8782,39.3725,CH,"classical,hellenistic-republican",Kleisoura 2
20.696,38.6599,CH,"classical,hellenistic-republican",Katokhori
20.8247,39.3963,H,hellenistic-republican,Kato Mousiotitsa
20.6758,38.1894,CH,"classical,hellenistic-republican",Kastro tou Sordatou
20.7595,38.7864,H,hellenistic-republican,Kastri Lithies
20.9909,38.6495,CH,"classical,hellenistic-republican",Kastellaki
20.2649,39.6221,RL,"roman,late-antique",Kasnetsi
20.6197,39.6872,CH,"classical,hellenistic-republican",Kalokhori
20.888,38.7962,HR,"hellenistic-republican,roman",Kakavoula
21.1315,39.0425,C,classical,Idomene Maior
21.1576,38.9868,CH,"classical,hellenistic-republican",Ellenikouli
21.3683,39.7678,CH,"classical,hellenistic-republican",Elleniko Stathmo
20.7303,38.3226,CH,"classical,hellenistic-republican",Elleniko
20.7055,38.7207,CH,"classical,hellenistic-republican",Elleniko
21.28,38.5234,CHL,"classical,hellenistic-republican,late-antique",Duo Ekklesies
20.3512,39.5091,H,hellenistic-republican,Dramese
20.032,39.8437,CH,"classical,hellenistic-republican",Çuke
19.6595,39.7227,H,hellenistic-republican,Aphionas
21.1133,39.0455,CH,"classical,hellenistic-republican",Agriliais
20.5754,39.4905,HR,"hellenistic-republican,roman",Ag. Kyriake
28.905,40.9813,L,late-antique,Strongylion/Kyklobion
25.52,36.9958,HR,"hellenistic-republican,roman",Pyrgos Chimarrou
-4.6799,37.6808,H,hellenistic-republican,Castra Postumiana?
-8.5796,39.6568,HR,"hellenistic-republican,roman",Formigais
-6.3708,39.4762,HRL,"hellenistic-republican,roman,late-antique",Castra Caecilia
-6.3238,39.3749,HR,"hellenistic-republican,roman",Castillo del Puerto
-8.3409,37.7112,R,roman,Castelo de Garvão
-5.6507,37.4696,ACHRLM,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine",Carmo
15.223,37.0913,CH,"classical,hellenistic-republican",Euryelos
13.9075,37.1059,CH,"classical,hellenistic-republican",Eknomos?
23.4823,38.0278,CH,"classical,hellenistic-republican",Unnd
23.7732,37.8066,H,hellenistic-republican,Vouliagmeni
23.4743,38.1395,C,classical,Velatouri
23.9214,38.2245,C,classical,Varnava
23.8061,37.8298,C,classical,Vari
23.612,38.2129,C,classical,Tsoukrati
23.6446,37.9372,ACHRLM,"archaic,classical,hellenistic-republican,roman,late-antique,modern",Peiraieus/Piraeus
23.9444,38.167,CHR,"classical,hellenistic-republican,roman",Oinoe
23.9667,37.85,H,hellenistic-republican,Merenda
23.3701,38.1699,C,classical,Mazi
23.6934,38.1997,C,classical,Limiko
23.7243,38.1272,AC,"archaic,classical",Leipsydrion
24.0544,38.1443,CH,"classical,hellenistic-republican",Kynosoura
23.5171,38.156,CH,"classical,hellenistic-republican",Korynos
24.0387,37.8706,H,hellenistic-republican,Koroni
23.4608,38.0365,CHRL,"classical,hellenistic-republican,roman,late-antique",Kerata
23.7842,38.1845,CH,"classical,hellenistic-republican",Katsimidi
23.833,38.0963,H,hellenistic-republican,Kastraki
23.7712,37.9673,CH,"classical,hellenistic-republican",Kaisariani
23.8141,37.9399,CH,"classical,hellenistic-republican",Hymettos
23.7575,37.936,H,hellenistic-republican,Helioupolis
23.7194,38.0593,CH,"classical,hellenistic-republican",Geravouno
23.9584,38.0052,H,hellenistic-republican,Etosi
23.6732,38.0714,CHRL,"classical,hellenistic-republican,roman,late-antique",Dema
23.8167,38.2167,CHRL,"classical,hellenistic-republican,roman,late-antique",Beletsi
23.9462,38.1179,CH,"classical,hellenistic-republican",Agrieliki
24.2934,37.6115,CH,"classical,hellenistic-republican",Psaropyrgos
22.6714,37.5873,C,classical,Pyramid of Kenchreai
14.4103,30.2481,RL,"roman,late-antique",Umm el-Gueloub
9.6162,33.0086,RLM,"roman,late-antique,modern",Tisavar
10.3978,32.3175,RL,"roman,late-antique",Tillibari
12.262,31.9304,RL,"roman,late-antique",Thenteos
10.5398,32.5914,RL,"roman,late-antique",Thebelami
14.55,31.6998,RL,"roman,late-antique",Sdada
10.3842,32.9664,RL,"roman,late-antique",Ras el-Ain Tlalet
12.4588,31.6678,RL,"roman,late-antique",Novum Centenarium
12.8675,31.914,RL,"roman,late-antique",Medina Ragda
9.2277,33.4758,RL,"roman,late-antique",Ksar Tabria
9.6319,33.3941,L,late-antique,Ksar Chetaoua
15.4129,30.5782,RLM,"roman,late-antique,modern",Gholaia
